Unnamed: 0,title,allsides_summary_text,external_link,bias
16,The Trump Administration Accidentally Texted Me Its War Plans,"The world found out shortly before 2 p.m. eastern time on March 15 that the United States was bombing Houthi targets across Yemen.
I, however, knew two hours before the first bombs exploded that the attack might be coming. The reason I knew this is that Pete Hegseth, the secretary of defense, had texted me the war plan at 11:44 a.m. The plan included precise information about weapons packages, targets, and timing.",https://www.theatlantic.com/politics/archive/2025/03/trump-administration-accidentally-texted-me-its-war-plans/682151/?utm_source=copy-link&utm_medium=social&utm_campaign=share&fbclid=IwY2xjawJOgNJleHRuA2FlbQIxMQABHdUTyZZWDSBz6H3ydXkbdtjDThnTGR9LT4pNYMrMeN5zSNdJbDoQP8tcpg_aem_mMH1gCVXD8ec7f7IFeWgTw,Left
17,Trump says countries that purchase oil from Venezuela will pay 25% tariff on any trade with U.S.,"President Donald Trump said Monday that the U.S. will impose 25% tariffs on countries that buy oil and gas from Venezuela, as he seeks to increase pressure on President Nicolas Maduro and China.
Countries that buy oil and gas from Venezuela will face tariffs on any trade they have with the U.S., Trump said in a post on his social media platform Truth Social. The tariffs take effect on April 2, the president said.",https://www.cnbc.com/2025/03/24/trump-says-any-country-that-purchases-oil-from-venezuela-will-have-to-pay-25percent-tariff-on-trade-with-us.html,Center
18,"Teachers union, NAACP sue Trump over order to dismantle Education Department","Advocacy and labor groups on Monday filed a lawsuit to stop President Trump’s executive order to dismantle the Department of Education, saying the move is unconstitutional and will hurt students.
The National Education Association; the NAACP; the American Federation of State, County and Municipal Employees Maryland Council 3; and a group of public school parents are asking a federal judge to “immediately halt” the administration’s attempt to shutter the department, they said in a statement.",https://www.washingtontimes.com/news/2025/mar/24/teachers-union-naacp-sue-trump-order-dismantle-education-department/,Lean Right
19,Musk and Trump ratchet up involvement in Wisconsin Supreme Court race,"President Donald Trump and billionaire adviser Elon Musk are going all-in on flipping control of Wisconsin’s top court, with Trump endorsing the conservative in the race and Musk’s PAC hunting for votes by offering state residents cash for their contact details.
The burst of support comes as Trump faces his first test with swing-state voters in the April 1 election since winning a second term in November. The court is expected to decide the future of abortion in the state and could redraw a congressional map that has given Republicans...",https://www.washingtonpost.com/politics/2025/03/23/musk-trump-wisconsin-supreme-court/,Lean Left
20,Why extreme violence in the US has police trying new tactics,"Across the United States, recent political protests have taken the form of violence against the car company Tesla – whose CEO Elon Musk is advising the Trump administration in its efforts to radically downsize the federal government.
People have vandalized Tesla charging stations and dealerships, fired bullets into one Oregon showroom, and set cars ablaze this week at a Las Vegas Tesla collision center.",https://www.csmonitor.com/USA/Military/2025/0321/tesla-political-violence-extremism-terrorism,Center
21,Trump Wants Sanctions on Law Firms for 'Frivolous' Suits,"President Donald Trump has issued a memo authorizing the attorney general and secretary of Homeland Security to seek sanctions against legal firms that file lawsuits against the administration that they deem ""frivolous,"" sparking ire from civil rights groups.
""Lawyers and law firms that engage in actions that violate the laws of the United States or rules governing attorney conduct must be efficiently and effectively held accountable,"" Trump wrote in the memo, which was released Saturday.",https://www.newsmax.com/newsfront/donald-trump-pam-bondi-kristi-noem/2025/03/24/id/1204106/,Right
22,"Mia Love, 1st Black Republican woman elected to Congress, dies of cancer at 49","Mia Love, the first Black Republican woman elected to Congress, died Sunday at her home in Utah at the age of 49.
Love's family announced her death Sunday night on social media, saying she was ""in her home surrounded by family"" when she died.
""With grateful hearts filled to overflowing for the profound influence of Mia on our lives, we want you to know that she passed away peacefully today,"" Love's family said in a statement, shared on both X and Facebook.
While the statement did not cite a cause of death, Love's daughter...",https://www.usatoday.com/story/news/politics/2025/03/24/mia-love-republican-congresswoman-dies-brain-cancer/82632505007/,Lean Left
23,23andMe files for Chapter 11 bankruptcy as co-founder and CEO Wojcicki resigns,"23andMe has filed for Chapter 11 bankruptcy protection and its co-founder and CEO has resigned as the struggling genetic testing company continues its push to cut costs.
San Francisco-based 23andMe announced on Sunday that it will look to sell “substantially all of its assets” through a court-approved reorganization plan.
Anne Wojcicki, who co-founded 23andMe nearly two decades ago, is also stepping down as CEO effective immediately, the company said — but will remain on the 23andMe board. Her resignation comes just weeks after a board committee rejected a nonbinding acquisition proposal from...",https://apnews.com/article/23andme-chapter-11-bankruptcy-wojcicki-resigns-9827549d9171a537e76f60cb950d1823,Left
24,Judge claims 'Nazis got better treatment' than Venezuelans deported by Trump,"A U.S. appeals court judge said Monday that Nazis received better treatment than the Venezuelan nationals who were deported to El Salvador by the Trump administration last weekend during a hearing over President Donald Trump's use of an 18th-century wartime authority to remove certain foreigners from U.S. soil.
The back-and-forth comes as the U.S. Court of Appeals for the D.C. Circuit heard arguments from the Trump administration in its emergency appeal of a lower court ruling, which temporarily blocked its use of the Alien Enemies Act of 1798 to immediately deport Venezuelan...",https://www.foxnews.com/politics/judge-claims-nazis-got-better-treatment-than-venezuelans-deported-trump?msockid=0965b964e592626e195fa8ade4f66332,Right
25,Homan blasts blue state as report shows it releasing illegals charged with ‘horrific’ crimes on low bails,"Following a Massachusetts law barring law enforcement cooperation with ICE, illegal child rapists and other serious criminal illegals charged with ""horrific crimes"" are being released on to the streets on bail as low as $500 and, in some cases, no bail at all.
Responding to these releases, Tom Homan, President Donald Trump’s border czar, said that Massachusetts Gov. Maura Healy and Boston Mayor Michelle Wu, both Democrats, ""should be ashamed"" and that despite their actions, deporting criminal illegals ""will be done...",https://www.foxnews.com/politics/homan-blasts-blue-state-report-shows-releasing-illegals-charged-horrific-crimes-low-bails,Right
